职位名称,关键词,薪水,城市,公司名称,技能要求,工作经验,招聘类型,产业链环节,获取时间,职位详情
大数据开发工程师,"数据开发,数据分析",20-40K,北京,华为技术有限公司,"Java,SQL,Hive,计算机相关专业,数学/统计相关专业",应届生,校招,数据中心其他,2023/1/6,"2022-2023届海外留学生校园招聘
岗位类型：软件开发（JAVA/C++/C/Python/JS/HTML/GO等）、AI(ML/CV/NLP等)、算法、大数据/数据库、网络安全、通信等方向
工作地：北京、上海、深莞、南京、成都、西安、长沙、济南等
岗位职责：
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
岗位要求：
1、了解JAVA/C++/C/Python/JS/HTML/GO等编程语言中的一种或数种；了解常用的软件架构模式，能使用基本的编程编译工具；
2、了解linux常用命令及开发环境；了解mysql、oracle等主流数据库；"
大数据研发工程师(校招),"数据开发,数据分析",18-30K,北京,阿里巴巴（中国）有限公司,"SQL,Python,Shell,Perl,PHP",应届生,校招,数据中心其他,2023/1/6,"阿里集团“大脑“团队，我们需要数据研发，Java，算法，产品，前端，设计等岗位同学，欢迎大家加入！
如果说，DT重新定义了阿里电商数据、蚂蚁重新定义了阿里金融数据、菜鸟重新定义了阿里物流数据，那么阿里大脑，则重新定义了“阿里企业数据“。更准确的说，阿里大脑代表了阿里未来企业数字化的转型方向，是”数字新基建“的排头兵。
逍遥子说过：“阿里巴巴是什么？是现在的十万多阿里人，我们每个个体某种程度都代表阿里巴巴“。今天我们在一个很好的时代，危机、疫情毫无疑问是严重的影响，但是另一方面，这也让我们看到了很多机会，在促进整个社会的发展。我们在拥抱互联网、拥抱数字化的趋势和风口之下，如何能够把握这样的风口，是每位聪明的同学应该思考的问题。
在2020年，全社会数字化战”疫“的过程，让大家充分感受到数字化的便利和安全！
如果你对企业组织经营管理感兴趣，如果你对数字化决策有思考和想法，那么你就是我们要寻找的“同路人”，期待加入我们，让我们一起探索组织经营管理数字化决策之路！
我们期待且相信，阿里大脑可以改变阿里巴巴！
岗位要求
毕业时间：2022-11-01~2023-11-01"
大数据开发工程师,"数据开发,数据分析",20-35K,上海,上海华为技术有限公司,"Java,Python,大数据开发经验,数学/统计相关专业,计算机相关专业",应届生,校招,数据中心其他,2023/1/6,"在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。"
大数据开发工程师,"数据开发,数据分析",15-20K,成都,兴业数字金融服务（上海）股份有限公司,SQL,应届生,校招,数据中心其他,2023/1/6,"数据开发工程师
职责:
1. 从事大数据平台或大数据产品的设计、开发、优化工作
2. 利用大数据相关技术实现对数据的采集，分析、挖掘，可视化，让数据充分发挥价值
3. 开发金融业相关的风险控制、精准营销、数字化运营等相关数据产品。进行大数据相关的新技术研究，提高技术创新能力。
岗位要求:
1. 计算机、通信工程、信息安全、自动化、数学、物理、统计等相关专业，本科及以上学历
2. 具备全面、扎实的软件基础知识，掌握操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全等专业知识
3. 编程基本功扎实，掌握常用算法和数据结构
4. 熟练堂握SQL语言，熟悉Mysal/Oracle/PostgreSQL中一种数据库
5. 了解Linux基本操作，了解Hive/Hbase/Spark/Flink中一种大数据组件
工作地点:上海、成都"
大数据开发工程师,"数据开发,数据分析",25-35K,上海,上海华为技术有限公司,"Spark,Flume,Kafka,Hadoop,Yarn,Zookeeper",应届生,校招,数据中心其他,2023/1/6,"【岗位职责】
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。"
大数据开发工程师,"数据开发,数据分析",10-15K,上海,兴业数字金融服务（上海）股份有限公司,"SQL,Hive,Spark",应届生,校招,数据中心其他,2023/1/6,"岗位职责：
1、从事大数据平台或大数据产品的设计、开发、优化工作；
2、利用大数据相关技术实现对数据的采集、分析、挖掘、可视化，让数据充分发挥价值；
3、开发金融业相关的风险控制、精准营销、数字化运营等相关数据产品。进行大数据相关的新技术研究，提高技术创新能力。
岗位要求：
1、计算机、通信工程、信息安全、自动化、数学、物理、统计等相关专业，本科及以上学历2022年应届毕业生；
2、具备全面、扎实的软件基础知识，掌握操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全等专业知识；
3、编程基本功扎实，掌握常用算法和数据结构；
4、熟练掌握SQL语言，熟悉Mysql/Oracle/PostgreSQL中一种数据库；
5、了解Linux基本操作，了解Hive/Hbase/Spark/Flink中一种大数据组件。工作地点：上海、成都"
大数据开发工程师,"数据开发,数据分析",20-35K,北京,上海华为技术有限公司,"Java,C++,计算机相关专业,数学/统计相关专业,大数据开发经验",应届生,校招,数据中心其他,2023/1/6,"在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。"
大数据开发工程师,"数据开发,数据分析",18-35K,东莞,华为技术有限公司,"Python,Java,Shell,Spark,HIVE,Hadoop,Hbase,Kafka",应届生,校招,数据中心其他,2023/1/6,"【岗位职责】
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
【岗位要求】
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。
【岗位地点】
西安、北京、上海、东莞、武汉、成都。"
大数据开发工程师,"数据开发,数据分析",20-40K,上海,华为技术有限公司,"Java,Python,SQL,留学生优先,英美留学生,欧洲留学生,东南亚留学生",应届生,校招,数据中心其他,2023/1/6,"在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
我们希望你：
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。
招聘对象：2022.1.1-2023.12.31期间毕业海外留学生
同步在招AI软件开发，推荐搜索，决策推理，计算机视觉，自然语言处理/语音语义方向AI工程师岗位和大量软件开发（各种语言）岗位，欢迎私戳咨询"
大数据开发工程师,"数据开发,数据分析",20-21K,北京,华为技术有限公司,"Python,Java,Shell,Spark,Hadoop,Hbase,Kafka,Flume",应届生,校招,数据中心其他,2023/1/6,"【岗位职责】
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
【岗位要求】
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。
职位招聘1-30人"
大数据开发工程师,"数据开发,数据分析",20-40K,上海,华为技术有限公司,"SQL,Python,C++",应届生,校招,数据中心其他,2023/1/6,处理大量数据，进行数据开发，发掘价值
大数据开发工程师,"数据开发,数据分析",18-35K,北京,华为技术有限公司,"Python,C/C++/GO,Shell",应届生,校招,数据中心其他,2023/1/6,"【岗位职责】
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
【岗位要求】
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。
【工作地】
东莞、北京
【面向人群】
1、2022年1月1日-2022年12月31日期间毕业于国内高校的中国籍应届本科生与硕士研究生。
2、2021年1月1日-2022年12月31日期间毕业于海外高校的中国籍留学生
【简历投递】
1、登录华为招聘官网 career.hua⋐-⋑----【校园招聘】界面搜索岗位，第一意向部门选择2012实验室：中央硬件工程院；
2、投递岗位后发送提醒邮件到对应部门的咨询邮箱: *****，邮件主题备注【2022届校园招聘+简历编号+姓名+岗位意向】；
3、最好在BOSS直聘中告诉我一下"
大数据开发工程师,"数据开发,数据分析",14-25K,南京,华为技术有限公司,"SQL,Spark,Hadoop,Kafka,MapReduce,HDFS,Flume,Zookeeper",应届生,校招,数据中心其他,2023/1/6,"数据通信产品线NCE数据通信领域大数据开发工程师
职位招聘20-50人"
大数据开发工程师,"数据开发,数据分析",20-30K,深圳,华为技术有限公司,"Java,Python,C++",应届生,校招,数据中心其他,2023/1/6,"岗位职责：
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界**的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
岗位要求：
1、23届毕业的国内外应届毕业生，计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。"
（华为校招）大数据开发工程师,"数据开发,数据分析",20-40K,北京,华为技术有限公司,"Java,C++,Spark",应届生,校招,数据中心其他,2023/1/6,"招聘对象：毕业于2022年1月至2023年12月的海外留学生。
工作内容：深度参与到华为大数据平台的核心产品设计、研发、交付工作；实现高性能、低成本前沿技术的探索与落地。"
（华为校招）大数据开发工程师,"数据开发,数据分析",20-30K,上海,华为技术有限公司,"Java,C++,Spark",应届生,校招,数据中心其他,2023/1/6,"招聘对象：毕业于2022年1月至2023年12月的海外留学生。
工作内容：深度参与到华为大数据平台的核心产品设计、研发、交付工作；实现高性能、低成本前沿技术的探索与落地。"
大数据软件开发工程师,"数据开发,数据分析",16-30K,杭州,华为技术有限公司,"Spark,Hadoop,Hbase,Kafka,Flume,Zookeeper,Yarn",应届生,校招,数据中心其他,2023/1/6,"在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
岗位要求:
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。
职位招聘5-10人"
软件开发-数据类【留学生校招】,"数据开发,数据分析",20-30K,上海,华为技术有限公司,"Java,C++,Python,计算机相关专业,软件开发,留学生,算法",应届生,校招,数据中心其他,2023/1/6,"【工作职责】
1、负责基于运营商海量大数据底座和智能体业务的离线与实时数据仓库的构建与数据清洗训练；
2、负责大数据底座的设计、开发、运维以及相关大数据问题的解决；
3、负责大数据底座公共能力预研与优化；
4、面向运营商网络规划、网络优化、网络设计、网络仿真等场景设计孵化智能化解决方案
5、开发算法应用，进行分布式软件开发、算法并行优化等，推动解决方案落地
【任职要求】
业务技能要求：
1、了解统计以及数据挖掘、机器学习、人工智能技术，会使用各种分析框架和常用分析方法；
2、熟悉了解无线网络产品，从事过参与实习相关产品开发与数据清洗与处理。
3、对算法技术有兴趣，愿意从事机器学习、数学建模相关方向者优先
专业知识要求：
4、有软件开发经验，熟练掌握Python/C++/JAVA/Scala中任意一门编程语言，熟悉大数据相关技术其中一种：Spark/Kafka/Flink/Hadoop/OpenTSDB/HBase/Hive/ClickHouse/tensorflow/OPENCV/Sql/R等；
5、了解计算机网络原理，TCP/IP、常见路由协议等"
大数据开发（华为留学生校招）,"数据开发,数据分析",20-25K,北京,华为技术有限公司,"Python,Shell,C++,计算机相关专业,数学/统计相关专业",应届生,校招,数据中心其他,2023/1/6,"岗位职责
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
岗位要求
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。"
大数据开发工程师（华为云计算部门）,"数据开发,数据分析",20-25K,深圳,华为技术有限公司,"Java,Python,C++,计算机相关专业,大数据开发经验,数学/统计相关专业",应届生,校招,数据中心其他,2023/1/6,"岗位职责
在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
岗位要求
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。"
【留学生校招】大数据开发工程师,"数据开发,数据分析",15-30K,南京,华为技术有限公司,"Java,Python,Shell,Spark,Flume,Kafka,Hadoop,Yarn",应届生,校招,数据中心其他,2023/1/6,"在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
任职要求：
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。"
高级大数据开发工程师 -（留学生招聘）,"数据开发,数据分析",15-30K,南京,华为技术有限公司,"Java,Python,C++,计算机相关专业,数学/统计相关专业,大数据开发经验",应届生,校招,数据中心其他,2023/1/6,"工作职责：
负责大数据平台子系统特性设计、开发和算法优化工作
业务技能要求：
1、熟练掌握C/C++、Java、Scala、Shell等开发语言一种或多种，并具备实践经验
2、了解软件工程、敏捷开发、设计模式、数据结构与算法等知识
3、熟练掌握一个或多个大数据主流技术框架的原理及应用，如Hadoop、Flink、Spark、HBase、Kafka、Redis、Zookeeper等
专业知识要求：
1、了解常用系统设计原则、方法和常用的系统设计工具，如UML、J2EE等;
2、能够理解产品的业务场景和关键需求，参加过大规模软件系统开发。"
大数据开发工程师（留学生校招）,"数据开发,数据分析",15-30K,上海,华为技术有限公司,"Java,C++,Python,计算机相关专业,大数据开发经验,数学/统计相关专业",应届生,校招,数据中心其他,2023/1/6,"此为留学生校招岗位，欢迎22-23年期间毕业的中国籍海外留学生咨询投递~
【岗位职责】
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
【岗位要求】
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Python/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。"
【留学生校招】大数据开发工程师,"数据开发,数据分析",15-30K,北京,华为技术有限公司,"Java,Python,Shell,Spark,Flume,Kafka,Hadoop,Yarn",应届生,校招,数据中心其他,2023/1/6,"在这里，你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。
任职要求：
1、计算机、软件相关专业本科及以上学历；
2、精通JAVA软件开发，有软件开发项目经验，并至少熟练掌握以下语言中的一种：C/C++/GO/Python/PHP/Shell等编程语言及脚本语言；
3、熟悉大数据相关开源软件，有应用大数据组件的解决问题的实战经验更好，有开源社区代码贡献者优先；
4、具备团队意识，与他人合作良好，最好具有团队协作的经验。"
华为留学生招聘-大数据开发工程师,"数据开发,数据分析",15-30K,上海,华为技术有限公司,"Java,C++,Python,计算机相关专业,大数据开发经验,数学/统计相关专业,大数据",应届生,校招,数据中心其他,2023/1/6,"你将与业界大数据专家一起工作，有机会与来自全球的大数据领域牛人交流，参与华为业界领先的大数据平台的核心产品设计、研发、交付。
你将会：
1、深度参与到华为大数据Hadoop、Yarn、Spark、Hive、HBase、Kafka、Zookeeper、Flume、AI平台等组件的研发、交付及解决方案支撑；
2、探索云服务化实现的前沿技术，并负责华为云大数据服务的架构设计、开发、测试及运维。"
华为留学生招聘 2021届 2022届--,"数据开发,数据分析",18-35K,北京,华为技术有限公司,"Java,Python,Spark,Hadoop,Flink",应届生,校招,数据中心其他,2023/1/6,"关于数据存储与机器视觉产品线：
""数据”被誉为未来智能世界的“新石油”是未来数字世界的基础生产资料华为数据存储与机器视觉产品线围绕数据作战构建最强数据基础设施让数据的每比特成本最优、每比特价值最大：
1）数据感知：机器视觉（智慧交通、智慧城市）、智能协作（全场景一站式智能办公解决方案）、融合视频（5G超高新视频）；
2）数据存储：企业存储、海量存储、边缘存储、数据保护；
3）数据管理：数据智能管理、智能运维、数据AI应用等数据价值发掘全球12大研发中心国内在北京、成都、杭州、南京、西安、深圳、东莞、上海均有布局涉及分布式内存存储、HPC、容器、数据重删压缩、分布式系统机器视觉、图形图像处理、AI数据应用、人机交互、OCR、非结构化存储及存储介质等12大前沿技术欢迎加入一起致力于构建最强数据基础设施释放数据价值点亮数字文明。
数据存储技术准备开发部：
关于我们：
我们是国际化团队专注于下一代存储创新技术项目预研构建以内存为中心的下一代计算存储系统架构，在这里你可以与存储领域顶级专家一起攻克当前存储领域世界难题打造top1的存储产品竞争力，在这里你可以联合外研所、以色列、俄罗斯、加拿大、印度和2012中央软件研究院的专家突破下一代存储关键技术引领存储产业潮流，在这里你可以为未来的数据存储技术联合全球顶级高校布局理论突破。
团队氛围：
有追求有激情的技术型团队，氛围活跃，同事相处融洽，每周有技术分享和各个领域的专家一起讨论技术接触各种业界前言技术跨界融合创新。
招聘信息
面向对象：2021年1月-2022年12月毕业的海外应届留学生
招聘季节：10-12月
岗位信息：存储软件开发工程师、存储技术研究工程师
工作地点：成都北京（内推主要面向成都研究所）
岗位职责：探索研究存储业界最新技术通过创新思维将领域前沿技术结合解决当前产品痛点提升产品持续竞争力
岗位要求：
1、计算机、通信、软件工程等相关专业本科及以上学历；
2、熟悉C/C++/Java/Python等一种或者多种编程语言有良好的编程习惯；
3、数据结构基础扎实熟悉一定的算法和优化具备良好的沟通协调能力和团队合作精神良好的学习、动手以及解决问题能力
满足以下条件之一者优先：
1、熟悉存储软件架构具备NAS/SAN存储软件设计开发经验熟悉Ceph/Luster等开源软件架构；
2、熟悉分布式技术具备分布式存储(文件/块/对象)、分布式计算、大规模集群等软件开发经验者；
3、熟悉大数据架构与生态了解hadoop、spark、flink等主流平台其中一种的架构及原理；
4、熟悉容器软件栈的架构(存储/网络/调度)具备KVM、Docker等相关领域开发经验了解Swarm、Kubernetes、Mesos中一种主流容器调度编排技术；
5、熟悉主流网络技术具备RDMA、IB、RoCE等技术开发经验；
6、熟悉并行计算技术了解HPC/HPDA行业发展具有HPC/HPDA相关领域设计开发经验者(计算/存储/网络);
简历投递及咨询方式：
内推简历请发送至：***** 最好备注下学校+姓名+电话+意向工作地
华为校招官网-登录career.hua⋐-⋑----进入校园招聘，留学生招聘，注册简历，投递意向部门选择ICT产品与解决方案->数据存储与机器视觉产品线 （找我内推，机会更大哦！！！）
咨询（欢迎各种提问）：*****（微信同号）
工作地点：成都、杭州、南京、北京、西安、上海"
华为留学生招聘 2021届 2022届--,"数据开发,数据分析",18-35K,成都,华为技术有限公司,"Python,Java,Hadoop,C,C++,数据库",应届生,校招,数据中心其他,2023/1/6,"关于数据存储与机器视觉产品线：
""数据”被誉为未来智能世界的“新石油”是未来数字世界的基础生产资料华为数据存储与机器视觉产品线围绕数据作战构建最强数据基础设施让数据的每比特成本最优、每比特价值最大：
1）数据感知：机器视觉（智慧交通、智慧城市）、智能协作（全场景一站式智能办公解决方案）、融合视频（5G超高新视频）；
2）数据存储：企业存储、海量存储、边缘存储、数据保护；
3）数据管理：数据智能管理、智能运维、数据AI应用等数据价值发掘全球12大研发中心国内在北京、成都、杭州、南京、西安、深圳、东莞、上海均有布局涉及分布式内存存储、HPC、容器、数据重删压缩、分布式系统机器视觉、图形图像处理、AI数据应用、人机交互、OCR、非结构化存储及存储介质等12大前沿技术欢迎加入一起致力于构建最强数据基础设施释放数据价值点亮数字文明。
数据存储技术准备开发部：
关于我们：
我们是国际化团队专注于下一代存储创新技术项目预研构建以内存为中心的下一代计算存储系统架构，在这里你可以与存储领域顶级专家一起攻克当前存储领域世界难题打造top1的存储产品竞争力，在这里你可以联合外研所、以色列、俄罗斯、加拿大、印度和2012中央软件研究院的专家突破下一代存储关键技术引领存储产业潮流，在这里你可以为未来的数据存储技术联合全球顶级高校布局理论突破。
团队氛围：
有追求有激情的技术型团队，氛围活跃，同事相处融洽，每周有技术分享和各个领域的专家一起讨论技术接触各种业界前言技术跨界融合创新。
招聘信息
面向对象：2021年1月-2022年12月毕业的海外应届留学生
招聘季节：10-12月
岗位信息：存储软件开发工程师、存储技术研究工程师
工作地点：成都北京（内推主要面向成都研究所）
岗位职责：探索研究存储业界最新技术通过创新思维将领域前沿技术结合解决当前产品痛点提升产品持续竞争力
岗位要求：
1、计算机、通信、软件工程等相关专业本科及以上学历；
2、熟悉C/C++/Java/Python等一种或者多种编程语言有良好的编程习惯；
3、数据结构基础扎实熟悉一定的算法和优化具备良好的沟通协调能力和团队合作精神良好的学习、动手以及解决问题能力
满足以下条件之一者优先：
1、熟悉存储软件架构具备NAS/SAN存储软件设计开发经验熟悉Ceph/Luster等开源软件架构；
2、熟悉分布式技术具备分布式存储(文件/块/对象)、分布式计算、大规模集群等软件开发经验者；
3、熟悉大数据架构与生态了解hadoop、spark、flink等主流平台其中一种的架构及原理；
4、熟悉容器软件栈的架构(存储/网络/调度)具备KVM、Docker等相关领域开发经验了解Swarm、Kubernetes、Mesos中一种主流容器调度编排技术；
5、熟悉主流网络技术具备RDMA、IB、RoCE等技术开发经验；
6、熟悉并行计算技术了解HPC/HPDA行业发展具有HPC/HPDA相关领域设计开发经验者(计算/存储/网络);
简历投递及咨询方式：
内推简历请发送至：***** 最好备注下学校+姓名+电话+意向工作地
华为校招官网-登录career.hua⋐-⋑----进入校园招聘，留学生招聘，注册简历，投递意向部门选择ICT产品与解决方案->数据存储与机器视觉产品线 （找我内推，机会更大哦！！！）
咨询（欢迎各种提问）：*****（微信同号）
工作地点：成都、杭州、南京、北京、西安、上海"
云计算解决方案工程师,"数据开发,数据分析",16-30K,深圳,华为技术有限公司,"Python,Shell,Kafka",应届生,校招,数据中心其他,2023/1/6,"1、负责华为大数据存算分离方案的设计、演进、技术推广、POC测试和客户支撑；
2、负责维护线上大数据解决方案的SLA，基于用户的体验和数据持续优化，对解决方案质量负责。
岗位要求：
1、熟悉大数据或媒资或分布式存储，有解决方案设计经验；
2、掌握计算机基础知识，熟悉Linux基本操作以及Shell/python脚本使用；
3、具备良好的沟通能力，对业界技术敏感，喜欢专研，能够快速接受和掌握新技术，善于团队合作，责任心和主动性强。
有以下相关经验、技能者优先考虑：
1、有公有云微服务、分布式系统研发和大数据经验者优先；
2、熟悉hadoop生态，有使用、开发和设计经验者；
3、熟悉Kafka/Pulsa等开源流式处理平台者优先
4、对大并发业务场景了解者优先。
职位招聘5-10人"
